intervention_id,type,region,target_disease,start_date,duration_days,effectiveness_score,cost,population_affected,compliance_rate
2e06e172-2969-43df-b0e8-c40d987b9f8c,contact_tracing,rural_district,meningitis,2024-12-03,47,0.36835663009099284,833819,96726,0.4764158290215533
ecc49a0e-f9e9-4bcc-bb1d-93f21817c8e1,travel_restriction,rural_district,food_poisoning,2024-12-20,86,0.22739713478633494,97278,9813,0.32905090398320674
5595c47e-825f-453d-8062-07eaa8b12ac1,sanitization_drive,suburban_area,pneumonia,2024-10-20,79,0.14985425788325682,484992,76383,0.7438301081707275
b005e06d-18f4-467d-9d0d-b42661cca307,sanitization_drive,urban_center,gastroenteritis,2025-01-28,15,0.629982714413499,554502,54757,0.5369226007037597
fa62553b-1fd3-4693-aca5-366135ba3fc1,social_distancing,suburban_area,food_poisoning,2024-10-23,53,0.7759507264511392,893712,98357,0.4953080049594602
7c44dd34-e5e9-4a48-a8b5-9ac4a4e3b790,sanitization_drive,coastal_region,influenza,2025-02-03,10,0.8925229377627764,709716,19354,0.5112301448262613
2a17eb56-3c5d-4212-b0cd-65a46f557fd4,contact_tracing,coastal_region,influenza,2025-06-03,50,0.8020008561622879,238529,25492,0.8730469924379007
1096600e-7708-4f71-8048-37d6d751701c,vaccination_campaign,rural_district,meningitis,2024-09-20,83,0.7399942063272774,214977,55510,0.3186910310133687
32aa8590-72cf-4e7e-94da-a7f747caeab6,travel_restriction,urban_center,meningitis,2024-07-09,23,0.8665107565264251,374806,94138,0.8349912610301753
01fbc5d3-7308-439c-ab79-a3025d91917b,social_distancing,urban_center,food_poisoning,2024-12-09,45,0.5556465761356735,860938,42681,0.3853918152028476
1c29b908-21e8-41f1-b99b-e25bb5df3c07,contact_tracing,urban_center,gastroenteritis,2024-11-18,36,0.8074213459498878,536636,78923,0.5673113927783424
f571ef31-1741-420f-ae9b-08a5557e1655,vaccination_campaign,urban_center,gastroenteritis,2025-04-08,29,0.5396888680771984,206600,58617,0.7323939070845201
490b90ba-9a0b-41fe-ac3a-8b4c22bfe30d,contact_tracing,rural_district,malaria,2024-06-26,79,0.6529494509916299,350834,68901,0.7349731904562656
d201e652-f152-41f0-b309-09447ae3b278,school_closure,industrial_zone,pneumonia,2025-04-05,46,0.6719698479733197,908782,87802,0.5005094086012521
006f5c53-b0cb-4b80-bccb-cb72be781854,contact_tracing,industrial_zone,covid19,2025-04-16,27,0.8259013411930715,198859,43138,0.7585632846816843
cf662e8d-a048-4b6f-853a-912c91cb388b,contact_tracing,suburban_area,meningitis,2025-01-29,44,0.8643134557991577,484489,63614,0.6330853770655694
810a5875-9bca-44ec-b450-78daa80b4285,vaccination_campaign,industrial_zone,meningitis,2025-02-19,35,0.665397847448659,141850,53112,0.5392826513183921
15dfe091-7e30-4fd3-9c2e-ffd1479e0586,vaccination_campaign,urban_center,gastroenteritis,2024-06-13,17,0.512470194602685,228247,39751,0.7866351001124869
1d610c3a-6b64-4255-a007-a0a6f8a0c39e,social_distancing,industrial_zone,pneumonia,2025-01-22,72,0.3455205568755367,408625,42230,0.6770937543363662
eaba4efb-4ed6-463b-9378-68cd06b76e0d,sanitization_drive,rural_district,covid19,2024-08-19,55,0.7197818766605139,46028,10042,0.6104121050266841
24f1f5ba-703a-4753-a0ac-030626bec53f,vaccination_campaign,urban_center,influenza,2024-12-13,39,0.2490457430307684,70107,98447,0.7887077000987748
4f53f725-8cab-4b25-a244-8a8ac0679ccf,vaccination_campaign,coastal_region,covid19,2024-07-11,89,0.460312117012854,895820,50799,0.3391923061345388
e395d3bd-40fe-4bd1-adae-8690c96b6885,contact_tracing,rural_district,pneumonia,2025-05-26,32,0.849722807296227,986834,17238,0.5944812013560061
6dafd68b-01a1-4259-9ce0-6e2459001290,quarantine,suburban_area,covid19,2024-11-12,58,0.7739544242067383,264180,83872,0.6846115290274524
768aa629-c61c-436c-90d5-c26a09c3d6e2,mask_mandate,suburban_area,pneumonia,2024-09-25,81,0.563581504985576,647591,17011,0.7701546895260154
63eac47f-25ce-4563-8fb4-7dccb001e230,sanitization_drive,industrial_zone,meningitis,2025-05-25,11,0.1137318736420899,939924,60945,0.7752338306848188
6f054642-189c-48cc-a52d-cc770b92a3d8,school_closure,suburban_area,food_poisoning,2025-06-03,74,0.2946190722696904,169055,13162,0.7039360367350842
59275cdf-d41c-4c09-8f3e-7ace04689f11,travel_restriction,urban_center,covid19,2025-03-30,72,0.8906625160329017,265870,11057,0.561935144753416
5caa4590-0eec-4c02-aa93-20956d591128,travel_restriction,suburban_area,influenza,2025-03-05,35,0.38125563234547855,738178,76075,0.3384229052861637
d633edc0-3fa8-47c6-9f5a-9d1eba4c2e07,sanitization_drive,urban_center,food_poisoning,2025-02-14,16,0.8732110024436195,176824,17302,0.7094286567163287
805abe14-a1cd-4df5-9118-7ceb090ab9ee,school_closure,urban_center,covid19,2025-02-16,48,0.8127505734446953,591793,10215,0.4073193817908319
5d9faaf9-47a9-4dba-bb02-fbc70afb0f15,quarantine,rural_district,gastroenteritis,2024-10-24,60,0.6005267713666609,468800,79963,0.5304331615068163
601d4c3a-12aa-4521-ba0b-7254873b6954,school_closure,coastal_region,covid19,2025-02-06,57,0.6570333400911361,424731,45039,0.46901486088114475
1d748c00-a519-4802-a30f-36d449aa9a9d,school_closure,rural_district,malaria,2025-01-07,28,0.7225377384866177,888086,70452,0.7444065455533757
31613a25-ee26-4092-9d87-171f5116510d,quarantine,coastal_region,meningitis,2024-07-15,47,0.8107040857069511,365784,39722,0.8336676744558338
7ee7322c-0d4d-4f5a-823b-4574a2bb0640,sanitization_drive,industrial_zone,covid19,2024-06-09,45,0.533752366802569,76108,68188,0.444450577479841
dad796da-ab10-4d0c-972b-a5fd534a96d1,school_closure,urban_center,pneumonia,2024-09-22,10,0.8391088815471605,747060,15026,0.8746721946333842
b3bb868c-5c98-4419-beeb-b90a21d53026,quarantine,coastal_region,food_poisoning,2024-10-17,71,0.34897344004121156,969660,43725,0.41440301597981904
edd29982-4741-49d9-96f4-b80e9436f5db,social_distancing,industrial_zone,influenza,2025-03-22,84,0.6924198073354112,946038,71958,0.7600615247244542
7ac5fae3-fe48-4411-99ab-297d83f879ac,sanitization_drive,urban_center,covid19,2024-12-11,40,0.7946178961819852,172497,64254,0.47335703476510743
ab6e70a3-044b-4b28-96c0-756c7d6a1d2b,travel_restriction,urban_center,meningitis,2025-04-16,74,0.7879870251728234,142405,36097,0.44174626995199284
21a8a7bd-36b7-4939-9c16-f2d51408a999,school_closure,urban_center,malaria,2024-09-07,40,0.5095738954005467,932567,39230,0.6537181047921032
088913bf-7970-43aa-aa1f-874ccb408367,contact_tracing,coastal_region,meningitis,2025-03-08,57,0.8057941765160941,217467,11754,0.6568808815451994
0100fa1f-92ca-4624-87b6-11ce2cc5dd6b,public_awareness,rural_district,food_poisoning,2024-09-17,88,0.2924470679708122,498045,30189,0.893614499189765
3fd020b3-2d12-47c2-8e46-a66abbf8cb83,social_distancing,suburban_area,gastroenteritis,2024-11-13,64,0.4552230906280067,28562,58338,0.4512151297784437
e3502ae0-ccd6-45bc-a376-298eb9cf26e6,school_closure,rural_district,meningitis,2024-11-20,55,0.15449189348142234,626170,6325,0.6508878047548634
977ceb9a-7f02-49d4-a221-309881b5b937,mask_mandate,suburban_area,meningitis,2025-01-13,46,0.22879494852582374,369240,72847,0.6079785444010986
18fea0c1-7214-4dd7-a85a-eb6ff64a1eb7,social_distancing,industrial_zone,covid19,2025-04-24,55,0.2436406811647939,683463,65214,0.5701679501752355
5540c317-23ef-45e0-b78b-a48aab584144,public_awareness,coastal_region,pneumonia,2024-09-28,71,0.22998722156790868,302721,68210,0.6939386880340261
8c2f6f3d-f4e8-47ea-9d7a-33c25acadb52,vaccination_campaign,coastal_region,covid19,2024-09-11,45,0.35850499834499605,390037,30775,0.7646826854972019
2a0b3418-dce4-48df-9463-ec399e622343,social_distancing,suburban_area,gastroenteritis,2025-05-25,26,0.13106300797986326,68217,80853,0.40670353377462215
6c3b374b-a16b-4632-9284-b1cc7662f44c,mask_mandate,coastal_region,gastroenteritis,2024-12-12,26,0.5305362344139722,533946,5900,0.6136268256049876
0bf39bd7-7e3e-4810-8941-d1666e2ed9c3,social_distancing,urban_center,food_poisoning,2025-04-07,74,0.17360606396611314,565558,42310,0.6531576209552344
0627f5ee-4a9e-4dea-a354-68e4015b8a8d,public_awareness,suburban_area,pneumonia,2024-08-25,82,0.6592967522502534,389220,53192,0.39303949571230934
45c598ad-d74a-4202-968f-cd693e9af18d,school_closure,rural_district,food_poisoning,2025-02-26,18,0.43702822525175145,334501,26098,0.4705242730553236
e979f171-b7e3-493a-908e-32b918d25b8e,mask_mandate,industrial_zone,influenza,2024-09-02,85,0.7636103788706311,524580,31044,0.6293753198895609
5e1c2f26-78ab-4ed2-8b18-dd2fceb0bcbb,contact_tracing,coastal_region,influenza,2024-12-30,18,0.7108544286496661,903428,20713,0.8235033235144613
851f7ee4-d017-4082-84df-cf5aac215455,vaccination_campaign,urban_center,influenza,2024-11-22,21,0.5482463704841428,43648,12345,0.45188894011915764
f180a8f7-f0e1-472d-82d1-2f7d12cdcfec,sanitization_drive,urban_center,gastroenteritis,2025-03-29,89,0.21380589017637366,445828,26388,0.5209917185603877
22f3adff-92c9-4060-a071-858d3c5a6be4,public_awareness,rural_district,covid19,2025-01-03,44,0.315094489046585,275257,93258,0.9395414214509059
daf11aca-6425-4ad1-8906-bc28496d2b1b,quarantine,suburban_area,influenza,2025-05-12,64,0.7673963414524682,476890,24103,0.3388001333713104
7eae66cc-d366-4514-bf16-ae7858097f61,travel_restriction,rural_district,pneumonia,2024-06-26,23,0.7848929742330631,784221,19345,0.6080766639320055
30c19dbe-52b8-4047-b934-fbf48e055830,travel_restriction,suburban_area,food_poisoning,2025-03-20,15,0.18913286013840286,199224,22798,0.664644492794584
405bd066-1574-43cc-aed0-4256bf712069,social_distancing,rural_district,influenza,2025-03-30,81,0.8584272237677327,742685,93349,0.7560365865941718
0a6bf0fe-6213-4533-9154-97f8f9c2be42,sanitization_drive,industrial_zone,influenza,2025-04-05,39,0.5229399879447315,636733,46500,0.6947322680008254
360d47c5-98f0-4645-bcb3-ff1f01b60e5d,sanitization_drive,coastal_region,pneumonia,2025-05-16,77,0.8979555814065175,168504,50154,0.36825310994278504
14792994-5230-45d2-93e9-c5ba52bd9b9f,mask_mandate,coastal_region,pneumonia,2025-03-07,16,0.6762368166412955,564244,59438,0.7567825609637207
fd2e84a9-ed63-4b37-8e4d-1e4ac1e27280,school_closure,rural_district,malaria,2024-10-08,22,0.1686015100225317,318788,99023,0.8143751824218015
27fec58f-3d86-4b32-b286-f506ad473fcf,mask_mandate,suburban_area,food_poisoning,2024-07-24,63,0.6247287825297259,610858,34013,0.7061519242168327
05ea0076-4dff-4946-9ebc-781126419244,vaccination_campaign,industrial_zone,meningitis,2024-12-15,21,0.4864005732496851,93846,1016,0.416291771120717
2ece8ea0-b078-4b3c-ab3f-5f83519de7cf,social_distancing,industrial_zone,malaria,2025-01-12,89,0.2965314740175833,807693,2956,0.6835581401371401
c123d866-f626-4f4b-9021-28f6eb7cb9ea,quarantine,urban_center,malaria,2024-06-15,87,0.7216168126986918,521298,30581,0.7747867107883225
dd47c788-3371-4c57-a759-7a124ff6c29b,travel_restriction,rural_district,covid19,2025-02-15,31,0.826351583494651,627638,14107,0.4306208164734082
ec0dcada-043b-47c8-ae17-41b10ac70e76,contact_tracing,industrial_zone,gastroenteritis,2024-10-10,68,0.3319671416858885,897999,65250,0.8394706092317223
c9940853-5aad-485e-ab5a-67433d65fe22,mask_mandate,rural_district,malaria,2024-11-02,45,0.21668316758425324,939755,80151,0.6476144329426374
c0975d4e-de2e-4ac1-9f95-39276d8238be,mask_mandate,industrial_zone,malaria,2024-11-20,43,0.3752955076640445,871403,8932,0.5856368264074224
522d9aa2-7610-4f2f-bca7-ef7381aa7267,social_distancing,suburban_area,influenza,2024-10-15,72,0.8854368630822576,331516,36142,0.7686342609766392
d4ba755d-b6ed-4883-9a8f-72cc12a75583,public_awareness,urban_center,influenza,2025-05-26,27,0.6378801286245229,627295,97271,0.32436947511479486
8f6a6248-8ffa-42fe-a7ad-e58966abf5ff,vaccination_campaign,industrial_zone,pneumonia,2024-07-08,43,0.75021690046804,331251,28483,0.547431708905287
68923927-920e-4337-a953-a51efa1c4d68,vaccination_campaign,coastal_region,covid19,2025-01-04,48,0.25886997891895,348061,68188,0.7906154236403239
3f9c2776-42fa-44d5-9942-0d750a53a89e,travel_restriction,urban_center,pneumonia,2024-08-17,73,0.372940698593765,598891,76788,0.7236547647823524
2e6a330d-c324-4456-8a94-1d490102921e,sanitization_drive,urban_center,meningitis,2024-11-22,32,0.3673324282285281,822930,19326,0.8260827962198953
37af8c3f-8584-48e2-8d45-61c538068b69,travel_restriction,industrial_zone,covid19,2024-12-31,41,0.45157971382019235,952841,6349,0.4206102780517942
ce857a09-53ff-4eb9-af26-2cc2207429a2,social_distancing,industrial_zone,influenza,2025-04-10,23,0.36504387193886545,931969,27518,0.6543220922212127
734a9452-19a8-41fb-a130-6763967e53b9,contact_tracing,industrial_zone,malaria,2025-05-17,81,0.498200158919204,483179,78660,0.36490540915045155
c9c6cfb2-7f78-4e6b-8729-ab0a20cf3a9d,quarantine,coastal_region,food_poisoning,2024-09-29,30,0.6293096063484486,999219,18372,0.8531053750956203
3f3b9c95-b9e8-41ac-a97c-858f935679e8,quarantine,coastal_region,food_poisoning,2025-03-18,57,0.5578327915931093,542394,96319,0.4051636920389677
b912262f-0e51-4072-ab55-095732ea4904,school_closure,urban_center,pneumonia,2024-11-25,43,0.5972788101714744,288769,49462,0.537681627570974
87f9f931-17c3-4dfb-85fd-7b6a20cccd18,public_awareness,rural_district,covid19,2024-11-22,45,0.43334067469524595,359778,71941,0.7713305765660063
719f5c81-7f8a-49a7-8cc4-d9a8223ae3f6,vaccination_campaign,urban_center,food_poisoning,2024-07-09,47,0.2108675433509397,768962,55003,0.37039670612323533
d4430775-4553-4497-b071-a744ea11a99a,social_distancing,industrial_zone,gastroenteritis,2025-01-20,37,0.33855185617822,279932,47103,0.842030361657786
f618f068-5bf2-4a3b-a219-b6f38bff76f6,vaccination_campaign,suburban_area,gastroenteritis,2024-12-26,38,0.670492138740615,569740,46119,0.6556903939062892
d443a563-f3d5-4307-89bf-55f324fd8e40,mask_mandate,rural_district,malaria,2025-05-28,32,0.2539861924314898,134736,36088,0.8297616183213192
c2c3f0f7-ccd9-4ac1-ab4a-801e4d2aa167,contact_tracing,coastal_region,meningitis,2025-03-23,25,0.664702371868927,70967,83479,0.8632288945617441
31a95290-356d-43f1-89ab-d6ea483c20fc,social_distancing,urban_center,food_poisoning,2024-12-30,32,0.5804469487920932,891419,86999,0.479427624150342
45f11160-39c1-42d6-aa6b-7207e559295d,mask_mandate,suburban_area,gastroenteritis,2024-12-16,19,0.4001906396686358,662788,67564,0.8953445997244924
ee7229a6-8641-4655-98fd-2ed87c52334e,vaccination_campaign,rural_district,gastroenteritis,2024-09-03,39,0.8554827425353667,208557,7861,0.7808703778549039
6f5f282f-cb1b-4db2-9c07-99659b9f7c5e,sanitization_drive,industrial_zone,influenza,2024-11-23,61,0.3596112114324693,402302,12478,0.39238815567049234
5416ba28-2a55-4bcb-8e20-f956b51b1352,vaccination_campaign,suburban_area,influenza,2024-09-18,74,0.31752914224656364,520200,51897,0.5635201098144802
4fc00343-2666-4ea9-a0ff-632f4552d0ad,contact_tracing,coastal_region,influenza,2024-09-07,44,0.5574969525067501,24334,59680,0.6557343522451364
1d131d05-3b87-4559-a43c-ef035865f6ba,public_awareness,rural_district,covid19,2025-04-16,31,0.42128041963299945,870527,17380,0.893246258881732
f5abfe63-760a-4383-bca8-243d4795b75a,quarantine,industrial_zone,malaria,2024-09-14,32,0.14988238208145221,193171,48364,0.6588878302184793
f84236e4-fe65-4496-b527-5e5b5530476c,contact_tracing,industrial_zone,malaria,2024-10-19,55,0.7323998841624619,986901,20593,0.7372252533950632
2425148a-f2b7-429d-a3b7-80853c2a5b62,quarantine,industrial_zone,malaria,2024-06-20,33,0.6909417600505586,671084,31342,0.8378176136741027
b9a52927-cf25-4aba-a310-fb1405ae18ed,mask_mandate,industrial_zone,influenza,2025-01-25,20,0.4914308505453656,978119,82701,0.8444320837761041
27c0e20c-4eb4-49ef-a5f6-95cec104a2e0,contact_tracing,coastal_region,pneumonia,2025-04-18,58,0.4687893901427337,558415,78902,0.5931220435340437
55a53d49-7265-4e4a-8db3-2f9d55041724,mask_mandate,rural_district,gastroenteritis,2024-11-07,33,0.2845886474146646,747178,22769,0.5037203943674925
d865dd84-fab4-4dcd-9f3b-1fcea39c7a6d,social_distancing,rural_district,pneumonia,2024-12-18,9,0.54138558520785,31738,60425,0.7013654071532134
68c6d251-043f-49e1-9f3e-a8f634b9eebd,social_distancing,industrial_zone,covid19,2024-10-05,30,0.32699808551582255,332207,82957,0.34707634040486884
18cc6b40-07c0-4a0c-bc04-155e29f7e9b7,sanitization_drive,urban_center,meningitis,2025-01-30,13,0.7203466707629446,164552,42212,0.3110503395696948
268218ce-c49b-4033-b016-adb8391a6eb6,sanitization_drive,rural_district,covid19,2024-08-26,63,0.2718732161096151,824315,83986,0.4548886110029582
ea74b42e-3a30-41e7-9e50-07b383c796f3,quarantine,suburban_area,malaria,2024-12-16,8,0.44538282440058174,767996,97344,0.7422220367908551
3f05384f-6029-4c28-bc53-469734314e5b,contact_tracing,coastal_region,malaria,2024-06-19,23,0.8342274156425623,564589,14770,0.465578280168615
b850bd9f-550b-4947-abc0-593599ebe364,mask_mandate,industrial_zone,pneumonia,2024-11-04,67,0.16394209443667362,605322,69998,0.4592846662439955
31da67ef-03d7-44f2-bf48-a17c54999246,mask_mandate,rural_district,food_poisoning,2024-08-04,76,0.7785073268126231,505675,69252,0.7479163097971959
9867a1c2-5aef-4415-a147-30da533a4150,sanitization_drive,industrial_zone,meningitis,2025-03-21,32,0.5051280979195079,895210,21444,0.6684660462537738
133658f2-9263-489c-aed7-c671a39ec01c,mask_mandate,rural_district,pneumonia,2024-10-07,60,0.8421131054199745,45969,85572,0.8294461811943166
9225e238-c97e-4301-867b-77e79592d4a9,travel_restriction,coastal_region,influenza,2024-06-26,23,0.8165047783150573,438350,75175,0.9268336844762575
de9dbef9-9d24-4d08-9f0d-8d816c70dfc0,public_awareness,rural_district,food_poisoning,2024-08-01,55,0.7137462111401346,101680,57902,0.5766866527243384
02387e1a-eca7-404d-be7f-c6d0b1010ab9,quarantine,urban_center,pneumonia,2024-09-05,41,0.5381637190976195,70252,78816,0.7548415819310255
fc780cd1-fb45-4d30-8e21-0c7dd16802f3,vaccination_campaign,suburban_area,influenza,2024-06-21,30,0.8487760040723366,517691,91412,0.8726658175204536
160ddfc9-32b3-49ac-b5b5-f023fe31af86,contact_tracing,suburban_area,covid19,2024-12-19,89,0.1490950274429273,456957,86016,0.9270114260008595
8a0b21fd-0a03-4099-be1c-bed93bdd7550,social_distancing,urban_center,gastroenteritis,2025-05-04,61,0.7975994870890311,733463,63900,0.7072609160106158
9e425c07-ffaf-4986-a830-d6aef1a5d430,quarantine,suburban_area,malaria,2025-01-11,18,0.20623947090530034,440577,79219,0.8214662425595569
efc07379-8638-4611-8a1c-2767c07c957b,contact_tracing,suburban_area,influenza,2025-02-09,42,0.8424977987708719,779063,45831,0.8542381976378601
2ca331cb-4cd2-4561-9e01-695308676e92,school_closure,suburban_area,meningitis,2025-01-19,72,0.3420064799130509,247355,94883,0.6492490058953377
25055005-a126-4070-bc6f-88ef6e2667e1,contact_tracing,suburban_area,malaria,2025-04-21,25,0.826518852514544,84420,64164,0.935703845601531
8d57234f-459f-4aa9-8748-fed8ce9cb149,school_closure,urban_center,pneumonia,2025-02-20,49,0.4686030729452546,589631,2031,0.4735033684513069
9aa3eba8-9fff-40bb-a8fa-51092fb4b63a,travel_restriction,urban_center,covid19,2024-11-02,55,0.3136616714463426,593937,69454,0.5852399067476453
ba49dce7-4419-4c52-b56a-e85624359621,social_distancing,urban_center,gastroenteritis,2024-09-20,37,0.21469081890979336,822854,68360,0.8010637995796892
03a936f3-0b70-4cd6-91b4-bf9dcc3557d2,mask_mandate,industrial_zone,pneumonia,2024-11-03,83,0.14855506485639963,444532,68659,0.9028187401808254
e789efc9-28e8-4a9a-9063-dae55a6ea227,mask_mandate,urban_center,food_poisoning,2025-04-11,19,0.6647893087104442,500775,50751,0.8476637057181264
bebe7c59-2649-4c37-8bff-57ccf25300d2,public_awareness,suburban_area,influenza,2025-01-26,40,0.711049967328026,957071,60456,0.7375140186492168
dfe04818-7be1-4baf-99e3-49f257c1c0f6,vaccination_campaign,coastal_region,gastroenteritis,2025-02-07,23,0.42722831242275106,426141,46611,0.4219177635806901
37ed4eaf-cd09-426a-8493-f608d7a38482,quarantine,industrial_zone,malaria,2024-08-07,63,0.7914384868886479,818564,29695,0.7026091580727871
7c0f4db5-f167-4d57-9cdb-fe4720fd4e3b,school_closure,rural_district,gastroenteritis,2024-09-15,67,0.6956849356421138,382255,56469,0.6356846741325712
ca8ae7ee-d846-4f0d-ae62-5b47fa2fe22c,public_awareness,rural_district,malaria,2025-05-31,40,0.22587078492893983,713324,64488,0.8643197353768417
f6a8a636-2d26-4c17-9282-04734e7b6843,vaccination_campaign,coastal_region,malaria,2024-08-29,49,0.6207834441260662,91635,57472,0.6464877000906946
ec383f51-43ee-4236-b6ab-a0a4cfc5e3b3,social_distancing,industrial_zone,influenza,2024-09-27,9,0.15090277080065295,593484,36813,0.6545488516422333
e006a8a4-19e7-48ca-bda7-d267fba03e32,school_closure,industrial_zone,gastroenteritis,2025-03-31,87,0.8940592498549079,736615,5726,0.44542344465934325
1c357e75-8c8a-46af-8685-d42b93bf815c,mask_mandate,industrial_zone,meningitis,2025-05-09,61,0.19251779361924842,372568,55595,0.4849733089737308
1fc7808a-fbdb-4b66-8817-a88e46d7a1be,quarantine,rural_district,food_poisoning,2024-09-02,70,0.26938516682838587,197607,22270,0.7512511023666872
4bc18952-ed68-4888-bf43-c16a38cde654,school_closure,suburban_area,food_poisoning,2024-10-21,57,0.8392129356079144,130520,88802,0.6445459651240076
075fe385-3a22-4f8d-a11e-24cba4ed8265,social_distancing,suburban_area,influenza,2024-09-09,39,0.8229795886701867,64099,82259,0.8337251134500061
5b05d24f-ef01-450d-b4c6-4f1a1f3c7194,quarantine,suburban_area,influenza,2024-12-26,58,0.5081585531012657,590376,29356,0.5781090750703519
aa72275f-34a5-448b-9fb6-0fe1b9aa1459,vaccination_campaign,suburban_area,gastroenteritis,2024-11-08,73,0.5991226176909242,492682,14051,0.7352176674396284
f7844d1a-ef0d-4ff2-82a5-f0f521ccc4e8,social_distancing,suburban_area,food_poisoning,2025-01-21,76,0.6963350205987239,734916,21140,0.4626857709678618
1797134f-c46f-45f2-b802-fbf911467e38,quarantine,urban_center,malaria,2024-10-10,24,0.33870869264963704,263525,21288,0.4670815509103347
e007367e-8c6b-4c99-b6a8-ba3a66a17370,school_closure,urban_center,meningitis,2024-08-11,41,0.5603892510318289,114219,33689,0.8140387624209509
06cd2e23-826b-485f-a7f8-648118ce2b02,quarantine,coastal_region,influenza,2024-07-17,89,0.5445446555572581,253448,62960,0.921728282210839
39aa8973-8991-4675-af8b-7030954c4984,social_distancing,suburban_area,gastroenteritis,2024-08-15,87,0.7367746644557899,82012,59812,0.46549599855197465
1bc53d8c-7d2c-437c-8d86-0f95f4853fb0,public_awareness,industrial_zone,gastroenteritis,2025-04-18,39,0.5476903768469503,370175,15819,0.8529746032120076
cc55cd36-f078-4671-ab86-7d4519da6f79,vaccination_campaign,urban_center,covid19,2024-07-13,15,0.7015103736546361,797260,15918,0.8164496566602573
14b45792-5d76-4115-87b6-eed30a46cdd6,contact_tracing,rural_district,influenza,2025-02-25,64,0.5045539502093429,287239,24499,0.5792752015407343
9ffd4fd2-22e6-4387-849d-0d2c66f45b64,mask_mandate,suburban_area,covid19,2024-10-20,69,0.3511954758567767,206703,35652,0.6334509637802299
ac5cb0ab-cbcc-40dd-a94f-358300a6ad6f,school_closure,rural_district,meningitis,2024-11-02,37,0.8639774520737723,706272,45965,0.8787446510179708
